"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
22.04.2020,Владимирская область,293,0,0,0,13,0
22.04.2020,Волгоградская область,145,0,0,0,11,0
22.04.2020,Вологодская область,114,0,0,0,7,0
22.04.2020,Воронежская область,236,0,0,0,25,0
22.04.2020,Дагестан,417,0,0,0,46,0
22.04.2020,Еврейская АО,52,0,0,0,9,0
22.04.2020,Забайкальский край,61,0,0,0,11,0
22.04.2020,Ивановская область,225,0,0,0,12,0
22.04.2020,Ингушетия,397,0,0,0,43,0
22.04.2020,Иркутская область,75,0,0,0,7,0
22.04.2020,Кабардино-Балкария,193,0,0,0,23,0
22.04.2020,Калининградская область,163,0,0,0,19,0
22.04.2020,Калмыкия,88,0,0,0,11,0
22.04.2020,Калужская область,330,0,0,0,72,0
22.04.2020,Камчатский край,63,0,0,0,15,0
22.04.2020,Карачаево-Черкессия,145,0,0,0,39,0
22.04.2020,Карелия,30,0,0,0,0,0
22.04.2020,Кемеровская область,56,0,0,0,9,0
22.04.2020,Кировская область,216,0,0,0,28,0
22.04.2020,Коми,527,0,0,0,20,0
22.04.2020,Костромская область,88,0,0,0,7,0
22.04.2020,Краснодарский край,481,0,0,0,20,0
22.04.2020,Красноярский край,392,0,0,0,22,0
22.04.2020,Крым,46,0,0,0,0,0
22.04.2020,Курганская область,15,0,0,0,0,0
22.04.2020,Курская область,276,0,0,0,34,0
22.04.2020,Ленинградская область,537,0,0,0,41,0
22.04.2020,Липецкая область,213,0,0,0,24,0
22.04.2020,Магаданская область,67,0,0,0,2,0
22.04.2020,Марий Эл,333,0,0,0,22,0
22.04.2020,Мордовия,357,0,0,0,30,0
22.04.2020,Москва,31981,0,0,0,2548,0
22.04.2020,Московская область,6590,0,0,0,631,0
22.04.2020,Мурманская область,506,0,0,0,71,0
22.04.2020,Ненецкий АО,1,0,0,0,0,0
22.04.2020,Нижегородская область,929,0,0,0,69,0
22.04.2020,Новгородская область,140,0,0,0,26,0
22.04.2020,Новосибирская область,151,0,0,0,16,0
22.04.2020,Омская область,45,0,0,0,4,0
22.04.2020,Оренбургская область,254,0,0,0,28,0
22.04.2020,Орловская область,238,0,0,0,40,0
22.04.2020,Пензенская область,196,0,0,0,16,0
22.04.2020,Пермский край,266,0,0,0,29,0
22.04.2020,Приморский край,166,0,0,0,62,0
22.04.2020,Псковская область,62,0,0,0,4,0
22.04.2020,Ростовская область,398,0,0,0,52,0
22.04.2020,Рязанская область,392,0,0,0,76,0
22.04.2020,Самарская область,115,0,0,0,12,0
22.04.2020,Санкт-Петербург,2267,0,0,0,294,0
22.04.2020,Саратовская область,190,0,0,0,22,0
22.04.2020,Саха (Якутия),116,0,0,0,5,0
22.04.2020,Сахалинская область,19,0,0,0,0,0
22.04.2020,Свердловская область,243,0,0,0,10,0
22.04.2020,Севастополь,19,0,0,0,1,0
22.04.2020,Северная Осетия,211,0,0,0,34,0
22.04.2020,Смоленская область,244,0,0,0,36,0
22.04.2020,Ставропольский край,277,0,0,0,11,0
22.04.2020,Тамбовская область,240,0,0,0,18,0
22.04.2020,Татарстан,355,0,0,0,75,0
22.04.2020,Тверская область,356,0,0,0,27,0
22.04.2020,Томская область,43,0,0,0,6,0
22.04.2020,Тульская область,436,0,0,0,52,0
22.04.2020,Тыва,13,0,0,0,0,0
22.04.2020,Тюменская область,319,0,0,0,29,0
22.04.2020,Удмуртия,152,0,0,0,34,0
22.04.2020,Ульяновская область,196,0,0,0,9,0
22.04.2020,Хабаровский край,272,0,0,0,29,0
22.04.2020,Хакасия,87,0,0,0,3,0
22.04.2020,ХМАО – Югра,203,0,0,0,6,0
22.04.2020,Челябинская область,102,0,0,0,10,0
22.04.2020,Чечня,323,0,0,0,20,0
22.04.2020,Чувашия,262,0,0,0,27,0
22.04.2020,Чукотский АО,6,0,0,0,4,0
22.04.2020,Ямало-Ненецкий АО,149,0,0,0,3,0
22.04.2020,Ярославская область,198,0,0,0,11,0
23.04.2020,Адыгея,114,0,0,0,1,0
23.04.2020,Алтай,9,0,0,0,1,0
23.04.2020,Алтайский край,144,0,0,0,8,0
23.04.2020,Амурская область,25,0,0,0,2,0
23.04.2020,Архангельская область,123,0,0,0,3,0
23.04.2020,Астраханская область,165,0,0,0,17,0
23.04.2020,Башкортостан,422,0,0,0,26,0
23.04.2020,Белгородская область,176,0,0,0,32,0
23.04.2020,Брянская область,459,0,0,0,60,0
23.04.2020,Бурятия,163,0,0,0,10,0
23.04.2020,Владимирская область,339,0,0,0,46,0
23.04.2020,Волгоградская область,165,0,0,0,20,0
23.04.2020,Вологодская область,120,0,0,0,6,0
23.04.2020,Воронежская область,261,0,0,0,25,0
23.04.2020,Дагестан,454,0,0,0,37,0
23.04.2020,Еврейская АО,66,0,0,0,14,0
23.04.2020,Забайкальский край,64,0,0,0,3,0
23.04.2020,Ивановская область,239,0,0,0,14,0
23.04.2020,Ингушетия,436,0,0,0,39,0
23.04.2020,Иркутская область,75,0,0,0,0,0
23.04.2020,Кабардино-Балкария,218,0,0,0,25,0
23.04.2020,Калининградская область,171,0,0,0,8,0
23.04.2020,Калмыкия,94,0,0,0,6,0
23.04.2020,Калужская область,383,0,0,0,53,0
23.04.2020,Камчатский край,78,0,0,0,15,0
23.04.2020,Карачаево-Черкессия,169,0,0,0,24,0
23.04.2020,Карелия,35,0,0,0,5,0
23.04.2020,Кемеровская область,67,0,0,0,11,0
23.04.2020,Кировская область,240,0,0,0,24,0
23.04.2020,Коми,542,0,0,0,15,0
23.04.2020,Костромская область,104,0,0,0,16,0
23.04.2020,Краснодарский край,539,0,0,0,58,0
23.04.2020,Красноярский край,427,0,0,0,35,0
23.04.2020,Крым,51,0,0,0,5,0
23.04.2020,Курганская область,20,0,0,0,5,0
23.04.2020,Курская область,308,0,0,0,32,0
23.04.2020,Ленинградская область,576,0,0,0,39,0
23.04.2020,Липецкая область,238,0,0,0,25,0
23.04.2020,Магаданская область,76,0,0,0,9,0
23.04.2020,Марий Эл,348,0,0,0,15,0
23.04.2020,Мордовия,385,0,0,0,28,0
23.04.2020,Москва,33940,0,0,0,1959,0
23.04.2020,Московская область,7278,0,0,0,688,0
23.04.2020,Мурманская область,603,0,0,0,97,0
23.04.2020,Ненецкий АО,1,0,0,0,0,0
23.04.2020,Нижегородская область,1002,0,0,0,73,0
23.04.2020,Новгородская область,157,0,0,0,17,0
23.04.2020,Новосибирская область,168,0,0,0,17,0
23.04.2020,Омская область,53,0,0,0,8,0
23.04.2020,Оренбургская область,277,0,0,0,23,0
23.04.2020,Орловская область,249,0,0,0,11,0
23.04.2020,Пензенская область,211,0,0,0,15,0
23.04.2020,Пермский край,287,0,0,0,21,0
23.04.2020,Приморский край,185,0,0,0,19,0
23.04.2020,Псковская область,66,0,0,0,4,0
23.04.2020,Ростовская область,469,0,0,0,71,0
23.04.2020,Рязанская область,429,0,0,0,37,0
23.04.2020,Самарская область,141,0,0,0,26,0
23.04.2020,Санкт-Петербург,2458,0,0,0,191,0
23.04.2020,Саратовская область,229,0,0,0,39,0
23.04.2020,Саха (Якутия),128,0,0,0,12,0
23.04.2020,Сахалинская область,19,0,0,0,0,0
23.04.2020,Свердловская область,271,0,0,0,28,0
23.04.2020,Севастополь,25,0,0,0,6,0
23.04.2020,Северная Осетия,242,0,0,0,31,0
23.04.2020,Смоленская область,251,0,0,0,7,0
23.04.2020,Ставропольский край,332,0,0,0,55,0
23.04.2020,Тамбовская область,263,0,0,0,23,0
23.04.2020,Татарстан,412,0,0,0,57,0
23.04.2020,Тверская область,383,0,0,0,27,0
23.04.2020,Томская область,52,0,0,0,9,0
23.04.2020,Тульская область,461,0,0,0,25,0
23.04.2020,Тыва,14,0,0,0,1,0
23.04.2020,Тюменская область,341,0,0,0,22,0
23.04.2020,Удмуртия,161,0,0,0,9,0
23.04.2020,Ульяновская область,228,0,0,0,32,0
23.04.2020,Хабаровский край,310,0,0,0,38,0
23.04.2020,Хакасия,99,0,0,0,12,0
23.04.2020,ХМАО – Югра,215,0,0,0,12,0
23.04.2020,Челябинская область,111,0,0,0,9,0
23.04.2020,Чечня,347,0,0,0,24,0
23.04.2020,Чувашия,305,0,0,0,43,0
23.04.2020,Чукотский АО,6,0,0,0,0,0
23.04.2020,Ямало-Ненецкий АО,243,0,0,0,94,0
23.04.2020,Ярославская область,263,0,0,0,65,0
24.04.2020,Адыгея,117,0,0,0,3,0
24.04.2020,Алтай,9,0,0,0,0,0
24.04.2020,Алтайский край,152,0,0,0,8,0
24.04.2020,Амурская область,28,0,0,0,3,0
24.04.2020,Архангельская область,137,0,0,0,14,0
24.04.2020,Астраханская область,186,0,0,0,21,0
24.04.2020,Башкортостан,455,0,0,0,33,0
24.04.2020,Белгородская область,202,0,0,0,26,0
24.04.2020,Брянская область,494,0,0,0,35,0
24.04.2020,Бурятия,167,0,0,0,4,0
24.04.2020,Владимирская область,381,0,0,0,42,0
24.04.2020,Волгоградская область,186,0,0,0,21,0
24.04.2020,Вологодская область,129,0,0,0,9,0
24.04.2020,Воронежская область,291,0,0,0,30,0
24.04.2020,Дагестан,567,0,0,0,113,0
24.04.2020,Еврейская АО,80,0,0,0,14,0
24.04.2020,Забайкальский край,73,0,0,0,9,0
24.04.2020,Ивановская область,247,0,0,0,8,0
24.04.2020,Ингушетия,474,0,0,0,38,0
24.04.2020,Иркутская область,80,0,0,0,5,0
24.04.2020,Кабардино-Балкария,243,0,0,0,25,0
24.04.2020,Калининградская область,189,0,0,0,18,0
24.04.2020,Калмыкия,104,0,0,0,10,0
24.04.2020,Калужская область,444,0,0,0,61,0
24.04.2020,Камчатский край,84,0,0,0,6,0
24.04.2020,Карачаево-Черкессия,194,0,0,0,25,0
24.04.2020,Карелия,37,0,0,0,2,0
24.04.2020,Кемеровская область,76,0,0,0,9,0
24.04.2020,Кировская область,276,0,0,0,36,0
24.04.2020,Коми,553,0,0,0,11,0
24.04.2020,Костромская область,120,0,0,0,16,0
24.04.2020,Краснодарский край,623,0,0,0,84,0
24.04.2020,Красноярский край,449,0,0,0,22,0
24.04.2020,Крым,53,0,0,0,2,0
24.04.2020,Курганская область,22,0,0,0,2,0
24.04.2020,Курская область,345,0,0,0,37,0
24.04.2020,Ленинградская область,615,0,0,0,39,0
24.04.2020,Липецкая область,263,0,0,0,25,0
24.04.2020,Магаданская область,78,0,0,0,2,0
24.04.2020,Марий Эл,377,0,0,0,29,0
24.04.2020,Мордовия,424,0,0,0,39,0
24.04.2020,Москва,36897,0,0,0,2957,0
24.04.2020,Московская область,7889,0,0,0,611,0
24.04.2020,Мурманская область,663,0,0,0,60,0
24.04.2020,Ненецкий АО,1,0,0,0,0,0
24.04.2020,Нижегородская область,1096,0,0,0,94,0
24.04.2020,Новгородская область,171,0,0,0,14,0
24.04.2020,Новосибирская область,209,0,0,0,41,0
24.04.2020,Омская область,54,0,0,0,1,0
24.04.2020,Оренбургская область,305,0,0,0,28,0
24.04.2020,Орловская область,296,0,0,0,47,0
24.04.2020,Пензенская область,232,0,0,0,21,0
24.04.2020,Пермский край,318,0,0,0,31,0
24.04.2020,Приморский край,220,0,0,0,35,0
24.04.2020,Псковская область,81,0,0,0,15,0
24.04.2020,Ростовская область,533,0,0,0,64,0
24.04.2020,Рязанская область,475,0,0,0,46,0
24.04.2020,Самарская область,185,0,0,0,44,0
24.04.2020,Санкт-Петербург,2711,0,0,0,253,0
24.04.2020,Саратовская область,245,0,0,0,16,0
24.04.2020,Саха (Якутия),137,0,0,0,9,0
24.04.2020,Сахалинская область,20,0,0,0,1,0
24.04.2020,Свердловская область,304,0,0,0,33,0
24.04.2020,Севастополь,25,0,0,0,0,0
24.04.2020,Северная Осетия,275,0,0,0,33,0
24.04.2020,Смоленская область,262,0,0,0,11,0
24.04.2020,Ставропольский край,358,0,0,0,26,0
24.04.2020,Тамбовская область,298,0,0,0,35,0
24.04.2020,Татарстан,426,0,0,0,14,0
24.04.2020,Тверская область,412,0,0,0,29,0
24.04.2020,Томская область,59,0,0,0,7,0
24.04.2020,Тульская область,505,0,0,0,44,0
24.04.2020,Тыва,15,0,0,0,1,0
24.04.2020,Тюменская область,357,0,0,0,16,0
24.04.2020,Удмуртия,178,0,0,0,17,0
24.04.2020,Ульяновская область,253,0,0,0,25,0
24.04.2020,Хабаровский край,351,0,0,0,41,0
24.04.2020,Хакасия,102,0,0,0,3,0
24.04.2020,ХМАО – Югра,217,0,0,0,2,0
24.04.2020,Челябинская область,168,0,0,0,57,0
24.04.2020,Чечня,365,0,0,0,18,0
24.04.2020,Чувашия,348,0,0,0,43,0
24.04.2020,Чукотский АО,11,0,0,0,5,0
24.04.2020,Ямало-Ненецкий АО,266,0,0,0,23,0
24.04.2020,Ярославская область,305,0,0,0,42,0
25.04.2020,Адыгея,119,32,3,3,2,32
25.04.2020,Алтай,14,0,0,0,5,0
25.04.2020,Алтайский край,215,18,1,1,63,18
25.04.2020,Амурская область,33,5,0,0,5,5
25.04.2020,Архангельская область,147,18,1,1,10,18
25.04.2020,Астраханская область,211,29,4,4,25,29
25.04.2020,Башкортостан,490,57,14,14,35,57
25.04.2020,Белгородская область,221,28,2,2,19,28
25.04.2020,Брянская область,521,84,2,2,27,84
25.04.2020,Бурятия,180,62,2,2,13,62
25.04.2020,Владимирская область,426,11,5,5,45,11
25.04.2020,Волгоградская область,212,34,5,5,26,34
25.04.2020,Вологодская область,138,29,0,0,9,29
25.04.2020,Воронежская область,313,38,8,8,22,38
25.04.2020,Дагестан,724,43,11,11,157,43
25.04.2020,Еврейская АО,86,9,0,0,6,9
25.04.2020,Забайкальский край,83,13,0,0,10,13
25.04.2020,Ивановская область,263,41,2,2,16,41
25.04.2020,Ингушетия,515,67,13,13,41,67
25.04.2020,Иркутская область,85,25,3,3,5,25
25.04.2020,Кабардино-Балкария,272,21,1,1,29,21
25.04.2020,Калининградская область,210,49,1,1,21,49
25.04.2020,Калмыкия,122,19,3,3,18,19
25.04.2020,Калужская область,513,17,8,8,69,17
25.04.2020,Камчатский край,87,5,0,0,3,5
25.04.2020,Карачаево-Черкессия,240,1,0,0,46,1
25.04.2020,Карелия,42,4,0,0,5,4
25.04.2020,Кемеровская область,82,11,1,1,6,11
25.04.2020,Кировская область,316,29,3,3,40,29
25.04.2020,Коми,561,28,4,4,8,28
25.04.2020,Костромская область,137,11,3,3,17,11
25.04.2020,Краснодарский край,707,118,18,18,84,118
25.04.2020,Красноярский край,467,51,5,5,18,51
25.04.2020,Крым,57,29,0,0,4,29
25.04.2020,Курганская область,27,4,0,0,5,4
25.04.2020,Курская область,389,38,4,4,44,38
25.04.2020,Ленинградская область,658,56,0,0,43,56
25.04.2020,Липецкая область,284,64,2,2,21,64
25.04.2020,Магаданская область,87,2,0,0,9,2
25.04.2020,Марий Эл,407,46,1,1,30,46
25.04.2020,Мордовия,469,18,2,2,45,18
25.04.2020,Москва,39509,3047,366,366,2612,3047
25.04.2020,Московская область,8494,262,69,69,605,262
25.04.2020,Мурманская область,856,70,4,4,193,70
25.04.2020,Ненецкий АО,1,1,0,0,0,1
25.04.2020,Нижегородская область,1214,92,8,8,118,92
25.04.2020,Новгородская область,186,14,1,1,15,14
25.04.2020,Новосибирская область,247,24,4,4,38,24
25.04.2020,Омская область,58,19,1,1,4,19
25.04.2020,Оренбургская область,361,55,2,2,56,55
25.04.2020,Орловская область,321,10,2,2,25,10
25.04.2020,Пензенская область,255,30,6,6,23,30
25.04.2020,Пермский край,373,52,4,4,55,52
25.04.2020,Приморский край,254,32,2,2,34,32
25.04.2020,Псковская область,93,9,6,6,12,9
25.04.2020,Ростовская область,584,18,0,0,51,18
25.04.2020,Рязанская область,539,38,0,0,64,38
25.04.2020,Самарская область,209,22,0,0,24,22
25.04.2020,Санкт-Петербург,2926,460,23,23,215,460
25.04.2020,Саратовская область,265,34,2,2,20,34
25.04.2020,Саха (Якутия),141,18,0,0,4,18
25.04.2020,Сахалинская область,20,13,0,0,0,13
25.04.2020,Свердловская область,337,82,1,1,33,82
25.04.2020,Севастополь,26,6,0,0,1,6
25.04.2020,Северная Осетия,305,35,2,2,30,35
25.04.2020,Смоленская область,279,15,2,2,17,15
25.04.2020,Ставропольский край,385,50,5,5,27,50
25.04.2020,Тамбовская область,343,37,1,1,45,37
25.04.2020,Татарстан,491,48,0,0,65,48
25.04.2020,Тверская область,441,24,0,0,29,24
25.04.2020,Томская область,66,4,0,0,7,4
25.04.2020,Тульская область,578,57,4,4,73,57
25.04.2020,Тыва,24,0,0,0,9,0
25.04.2020,Тюменская область,374,50,3,3,17,50
25.04.2020,Удмуртия,193,19,4,4,15,19
25.04.2020,Ульяновская область,280,5,3,3,27,5
25.04.2020,Хабаровский край,379,22,5,5,28,22
25.04.2020,Хакасия,151,10,2,2,49,10
25.04.2020,ХМАО – Югра,233,44,1,1,16,44
25.04.2020,Челябинская область,240,45,0,0,72,45
25.04.2020,Чечня,387,23,6,6,22,23
25.04.2020,Чувашия,383,31,7,7,35,31
25.04.2020,Чукотский АО,12,1,0,0,1,1
25.04.2020,Ямало-Ненецкий АО,303,35,1,1,37,35
25.04.2020,Ярославская область,342,23,2,2,37,23
26.04.2020,Адыгея,134,32,3,0,15,0
26.04.2020,Алтай,15,0,0,0,1,0
26.04.2020,Алтайский край,283,22,1,0,68,4
26.04.2020,Амурская область,36,5,0,0,3,0
26.04.2020,Архангельская область,167,22,1,0,20,4
26.04.2020,Астраханская область,277,42,4,0,66,13
26.04.2020,Башкортостан,527,59,14,0,37,2
26.04.2020,Белгородская область,242,31,2,0,21,3
26.04.2020,Брянская область,599,90,3,1,78,6
26.04.2020,Бурятия,186,69,2,0,6,7
26.04.2020,Владимирская область,475,11,5,0,49,0
26.04.2020,Волгоградская область,242,37,6,1,30,3
26.04.2020,Вологодская область,145,33,0,0,7,4
26.04.2020,Воронежская область,338,42,8,0,25,4
26.04.2020,Дагестан,827,48,11,0,103,5
26.04.2020,Еврейская АО,86,9,0,0,0,0
26.04.2020,Забайкальский край,90,13,0,0,7,0
26.04.2020,Ивановская область,274,70,2,0,11,29
26.04.2020,Ингушетия,552,75,13,0,37,8
26.04.2020,Иркутская область,87,25,4,1,2,0
26.04.2020,Кабардино-Балкария,300,21,1,0,28,0
26.04.2020,Калининградская область,236,59,3,2,26,10
26.04.2020,Калмыкия,146,19,3,0,24,0
26.04.2020,Калужская область,583,25,8,0,70,8
26.04.2020,Камчатский край,110,5,0,0,23,0
26.04.2020,Карачаево-Черкессия,282,4,1,1,42,3
26.04.2020,Карелия,44,5,0,0,2,1
26.04.2020,Кемеровская область,103,11,1,0,21,0
26.04.2020,Кировская область,362,37,3,0,46,8
26.04.2020,Коми,578,52,5,1,17,24
26.04.2020,Костромская область,148,11,3,0,11,0
26.04.2020,Краснодарский край,780,122,19,1,73,4
26.04.2020,Красноярский край,508,59,5,0,41,8
26.04.2020,Крым,67,29,0,0,10,0
26.04.2020,Курганская область,29,4,0,0,2,0
26.04.2020,Курская область,456,38,4,0,67,0
26.04.2020,Ленинградская область,700,56,0,0,42,0
26.04.2020,Липецкая область,306,64,2,0,22,0
26.04.2020,Магаданская область,88,2,0,0,1,0
26.04.2020,Марий Эл,431,46,1,0,24,0
26.04.2020,Мордовия,518,36,2,0,49,18
26.04.2020,Москва,42480,3175,404,38,2971,128
26.04.2020,Московская область,9070,272,71,2,576,10
26.04.2020,Мурманская область,961,71,4,0,105,1
26.04.2020,Ненецкий АО,2,1,0,0,1,0
26.04.2020,Нижегородская область,1367,109,8,0,153,17
26.04.2020,Новгородская область,211,14,2,1,25,0
26.04.2020,Новосибирская область,305,39,4,0,58,15
26.04.2020,Омская область,62,20,1,0,4,1
26.04.2020,Оренбургская область,377,58,2,0,16,3
26.04.2020,Орловская область,363,32,2,0,42,22
26.04.2020,Пензенская область,261,56,6,0,6,26
26.04.2020,Пермский край,434,52,4,0,61,0
26.04.2020,Приморский край,278,33,3,1,24,1
26.04.2020,Псковская область,110,9,7,1,17,0
26.04.2020,Ростовская область,649,37,1,1,65,19
26.04.2020,Рязанская область,602,47,0,0,63,9
26.04.2020,Самарская область,229,26,2,2,20,4
26.04.2020,Санкт-Петербург,3077,489,27,4,151,29
26.04.2020,Саратовская область,305,38,2,0,40,4
26.04.2020,Саха (Якутия),152,18,0,0,11,0
26.04.2020,Сахалинская область,20,13,0,0,0,0
26.04.2020,Свердловская область,395,87,1,0,58,5
26.04.2020,Севастополь,31,6,0,0,5,0
26.04.2020,Северная Осетия,348,35,2,0,43,0
26.04.2020,Смоленская область,289,15,2,0,10,0
26.04.2020,Ставропольский край,421,58,6,1,36,8
26.04.2020,Тамбовская область,399,47,1,0,56,10
26.04.2020,Татарстан,562,51,0,0,71,3
26.04.2020,Тверская область,464,24,1,1,23,0
26.04.2020,Томская область,67,4,0,0,1,0
26.04.2020,Тульская область,644,59,5,1,66,2
26.04.2020,Тыва,27,0,0,0,3,0
26.04.2020,Тюменская область,386,58,3,0,12,8
26.04.2020,Удмуртия,202,19,4,0,9,0
26.04.2020,Ульяновская область,307,5,3,0,27,0
26.04.2020,Хабаровский край,406,22,5,0,27,0
26.04.2020,Хакасия,176,15,2,0,25,5
26.04.2020,ХМАО – Югра,274,53,1,0,41,9
26.04.2020,Челябинская область,302,47,0,0,62,2
26.04.2020,Чечня,409,23,6,0,22,0
26.04.2020,Чувашия,421,31,8,1,38,0
26.04.2020,Чукотский АО,15,1,0,0,3,0
26.04.2020,Ямало-Ненецкий АО,348,35,1,0,45,0
26.04.2020,Ярославская область,384,23,2,0,42,0
27.04.2020,Адыгея,142,32,3,0,8,0
27.04.2020,Алтай,27,0,0,0,12,0
27.04.2020,Алтайский край,310,29,1,0,27,7
27.04.2020,Амурская область,40,5,0,0,4,0
27.04.2020,Архангельская область,175,22,1,0,8,0
27.04.2020,Астраханская область,298,44,4,0,21,2
27.04.2020,Башкортостан,570,72,14,0,43,13
27.04.2020,Белгородская область,269,31,2,0,27,0
27.04.2020,Брянская область,642,102,4,1,43,12
27.04.2020,Бурятия,209,69,2,0,23,0
27.04.2020,Владимирская область,518,11,5,0,43,0
27.04.2020,Волгоградская область,272,37,8,2,30,0
27.04.2020,Вологодская область,155,33,0,0,10,0
27.04.2020,Воронежская область,358,57,8,0,20,15
27.04.2020,Дагестан,994,48,11,0,167,0
27.04.2020,Еврейская АО,101,9,0,0,15,0
27.04.2020,Забайкальский край,96,14,0,0,6,1
27.04.2020,Ивановская область,282,70,2,0,8,0
27.04.2020,Ингушетия,590,90,17,4,38,15
27.04.2020,Иркутская область,87,25,4,0,0,0
27.04.2020,Кабардино-Балкария,329,28,1,0,29,7
27.04.2020,Калининградская область,264,59,3,0,28,0
27.04.2020,Калмыкия,158,19,3,0,12,0
27.04.2020,Калужская область,639,26,8,0,56,1
27.04.2020,Камчатский край,195,5,0,0,85,0
27.04.2020,Карачаево-Черкессия,301,4,2,1,19,0
27.04.2020,Карелия,56,5,0,0,12,0
27.04.2020,Кемеровская область,107,12,1,0,4,1
27.04.2020,Кировская область,388,38,3,0,26,1
27.04.2020,Коми,590,52,5,0,12,0
27.04.2020,Костромская область,158,11,3,0,10,0
27.04.2020,Краснодарский край,837,125,19,0,57,3
27.04.2020,Красноярский край,527,59,5,0,19,0
27.04.2020,Крым,69,29,0,0,2,0
27.04.2020,Курганская область,31,4,0,0,2,0
27.04.2020,Курская область,525,46,4,0,69,8
27.04.2020,Ленинградская область,743,80,0,0,43,24
27.04.2020,Липецкая область,330,65,2,0,24,1
27.04.2020,Магаданская область,91,2,0,0,3,0
27.04.2020,Марий Эл,462,46,1,0,31,0
27.04.2020,Мордовия,560,36,2,0,42,0
27.04.2020,Москва,45351,3524,435,31,2871,349
27.04.2020,Московская область,9708,286,71,0,638,14
27.04.2020,Мурманская область,989,73,4,0,28,2
27.04.2020,Ненецкий АО,11,1,0,0,9,0
27.04.2020,Нижегородская область,1574,109,9,1,207,0
27.04.2020,Новгородская область,244,14,2,0,33,0
27.04.2020,Новосибирская область,347,39,4,0,42,0
27.04.2020,Омская область,71,20,1,0,9,0
27.04.2020,Оренбургская область,391,58,2,0,14,0
27.04.2020,Орловская область,407,32,2,0,44,0
27.04.2020,Пензенская область,283,58,6,0,22,2
27.04.2020,Пермский край,454,61,4,0,20,9
27.04.2020,Приморский край,302,33,3,0,24,0
27.04.2020,Псковская область,124,13,8,1,14,4
27.04.2020,Ростовская область,714,40,2,1,65,3
27.04.2020,Рязанская область,687,47,3,3,85,0
27.04.2020,Самарская область,264,26,2,0,35,0
27.04.2020,Санкт-Петербург,3238,489,27,0,161,0
27.04.2020,Саратовская область,327,39,2,0,22,1
27.04.2020,Саха (Якутия),159,18,1,1,7,0
27.04.2020,Сахалинская область,21,15,0,0,1,2
27.04.2020,Свердловская область,454,88,1,0,59,1
27.04.2020,Севастополь,34,7,0,0,3,1
27.04.2020,Северная Осетия,401,57,2,0,53,22
27.04.2020,Смоленская область,324,26,2,0,35,11
27.04.2020,Ставропольский край,454,73,6,0,33,15
27.04.2020,Тамбовская область,460,48,1,0,61,1
27.04.2020,Татарстан,632,54,0,0,70,3
27.04.2020,Тверская область,498,24,1,0,34,0
27.04.2020,Томская область,76,11,0,0,9,7
27.04.2020,Тульская область,713,59,5,0,69,0
27.04.2020,Тыва,30,0,0,0,3,0
27.04.2020,Тюменская область,399,61,3,0,13,3
27.04.2020,Удмуртия,207,19,5,1,5,0
27.04.2020,Ульяновская область,331,5,4,1,24,0
27.04.2020,Хабаровский край,439,22,5,0,33,0
27.04.2020,Хакасия,184,15,2,0,8,0
27.04.2020,ХМАО – Югра,297,55,2,1,23,2
27.04.2020,Челябинская область,360,47,0,0,58,0
27.04.2020,Чечня,429,23,6,0,20,0
27.04.2020,Чувашия,463,44,8,0,42,13
27.04.2020,Чукотский АО,17,1,0,0,2,0
27.04.2020,Ямало-Ненецкий АО,375,35,1,0,27,0
27.04.2020,Ярославская область,409,26,3,1,25,3
28.04.2020,Адыгея,150,32,3,0,8,0
28.04.2020,Алтай,27,0,0,0,0,0
28.04.2020,Алтайский край,324,34,1,0,14,5
28.04.2020,Амурская область,41,10,0,0,1,5
28.04.2020,Архангельская область,181,29,1,0,6,7
28.04.2020,Астраханская область,306,55,4,0,8,11
28.04.2020,Башкортостан,631,80,14,0,61,8
28.04.2020,Белгородская область,299,31,3,1,30,0
28.04.2020,Брянская область,668,102,4,0,26,0
28.04.2020,Бурятия,227,70,2,0,18,1
28.04.2020,Владимирская область,597,11,5,0,79,0
28.04.2020,Волгоградская область,297,44,8,0,25,7
28.04.2020,Вологодская область,160,41,0,0,5,8
28.04.2020,Воронежская область,420,57,8,0,62,0
28.04.2020,Дагестан,1147,76,11,0,153,28
28.04.2020,Еврейская АО,113,9,0,0,12,0
28.04.2020,Забайкальский край,103,14,0,0,7,0
28.04.2020,Ивановская область,296,70,2,0,14,0
28.04.2020,Ингушетия,633,97,18,1,43,7
28.04.2020,Иркутская область,95,33,4,0,8,8
28.04.2020,Кабардино-Балкария,367,28,1,0,38,0
28.04.2020,Калининградская область,303,66,3,0,39,7
28.04.2020,Калмыкия,167,24,3,0,9,5
28.04.2020,Калужская область,706,30,12,4,67,4
28.04.2020,Камчатский край,203,6,0,0,8,1
28.04.2020,Карачаево-Черкессия,314,6,2,0,13,2
28.04.2020,Карелия,62,5,0,0,6,0
28.04.2020,Кемеровская область,111,12,2,1,4,0
28.04.2020,Кировская область,423,38,3,0,35,0
28.04.2020,Коми,597,52,5,0,7,0
28.04.2020,Костромская область,180,12,3,0,22,1
28.04.2020,Краснодарский край,888,132,19,0,51,7
28.04.2020,Красноярский край,574,64,7,2,47,5
28.04.2020,Крым,70,29,0,0,1,0
28.04.2020,Курганская область,33,4,0,0,2,0
28.04.2020,Курская область,590,46,4,0,65,0
